"","book","reviewer","rating","review"
"131","The time traveler's wife"," Sarah Espresso","it was ok"," I am a sucker for romantic anything Yes I watch the Bachelor Bachelorette admire Nicholas Sparks and cry each time I read A Walk to Remember The Fault in Our Stars and Eleanor Park Romance novels always manage to pull my heartstrings There is nothing more beautiful to me than witnessing people grow in hardship and love together Prior to the movie I had no idea this book existed This might be because I was only and um busy reading the Twilight saga when it first came out But now as an adult I thought I could appreciate this novel on a personal level I mean the premise sounds interesting enough A man who time travels in sporadic intervals and a woman who falls in love with him despite his genetic disorder Science fiction merges with romance Yes please But this book failed to impress me It just wasn t my cup of coffee First of all it wasn t romantic enough which is the last thing I expected to say Instead of crying or laughing my reading experience consisted of lots of cringing The only part that moved me in these pages was the letter Henry wrote to Clare at the end But everything else was lacklustre Also the characters were staler than leftover salad There was no fancy quirk humour or feature about them I know I will soon forget these characters as the months pass They were just typical storybook characters on a page I did not learn to love them as living breathing beings that could exist outside of the book This is in part due to the dialogue which was so darn dull The characters spoke to each other about the most mundane topics many of which could be taken out without impacting the plot There was little the characters said that made me stop think and see life in a different way My other issue with this book is the treatment and stereotyping of minority characters The main characters talk about them as if they are the other that exists in their world instead of just being regular humans in their surroundings This book came out in for crying out loud so I expected it to be slightly more progressive and socially aware I know I am being super harsh and critical about this book but it wasn t all terrible I commend the author for being able to come up with such an interesting storyline The novel was also easy to follow which is a difficult achievement considering there are multiple flashbacks throughout the book I did not enjoy this book but I will not say it was an utter disaster I just feel disappointed because I expected more from this book more"
"132","The time traveler's wife"," Noce","it was amazing"," La bellissima storia di un amore che non vorreste mai vivere Tu mi rendi felice La parte difficile rispondere alle tue aspettative Pag Come si pu rispondere alle aspettative di una persona innamorata quando sei materia evanescente quando sei realt che si fa sogno Non so se avete mai visto il film I ponti di Madison County A met film la storia si gi conclusa si sa gi che decisione prendono i protagonisti Da quel punto in poi un pathos senza fine qualcosa che ti prende da dentro e non vedi l ora che il film finisca ma in realt ti crogioli nella sofferenza di vedere com che veramente finisce Questo romanzo la stessa cosa solo che il pathos inizia dalle prime pagine quando parte dalla fine quando ti svela gi il meccanismo su cui fa leva la storia d amore di Henry e Clare Non uno scoop se ve lo rivelo io il titolo gi dice tutto La moglie di un uomo che viaggia nel tempo A pag pensavo di aver gi capito la fine a pagina mi sono accorta che sarebbe stata pi amara di come la immaginavo ma non sapevo esattamente come E cos pagina dopo pagina si arriva all ultima con un nodo serrato in gola come se chiudendo il libro aveste la sensazione di esservi liberati di un fardello che per non avreste voluto lasciar andare via Note tecniche Primo L unica rimostranza che ho riguardo la storia il fatto che Clare da piccola faccia ragionamenti troppo sensati e intelligenti per essere una bambina C e una discussione sul libero arbitrio e Dio che difficilmente pensabile possa essere retta e compresa da una ragazzina di dodici anni Secondo un avvertimento per chi legge non lasciatevi scoraggiare se all inizio vi sembra di non capire un gioco che vale non una candela ma un intero candelabro di quelli ebraici Buona lettura more"
"133","The time traveler's wife"," Liisa","it was amazing"," Starting The Time Travelers Wife I really didnt know what it was about other than it had something to do with time travelling So I was a bit surprised to learn how big of a part romance played in the story It was a positive surprise however especially as the love between Henry and Clare seemed so strong I feel like Ive never read about anything similar to it While reading this book I myself experienced love love towards the main characters and love towards their love for each other C Starting The Time Traveler s Wife I really didn t know what it was about other than it had something to do with time travelling So I was a bit surprised to learn how big of a part romance played in the story It was a positive surprise however especially as the love between Henry and Clare seemed so strong I feel like I ve never read about anything similar to it While reading this book I myself experienced love love towards the main characters and love towards their love for each other Clare and Henry are truly persons that I felt connected to An artist and a librarian what else could I wish for The start is confusing I must admit that It took about a hundred pages until I properly understood what was happening and how it was happening Though the realization putting pieces together feels very satisfying and in the end I think it s good that not everything is given to the reader you have to do some thinking Concentration is vital when reading since Henry jumps from time to time in every chapter and it s easy get lost confused about what is happening All the little details about the genes that cause the time travelling and mentions of gene therapy gave The Time Traveler s Wife some credibility it was otherwise missing There are still a lot of things that don t seem to make sense and are a little too unbelievable but my advice is to just enjoy the story without thinking too much about the logic behind every action as the tale of Henry and Clare is compelling heart-breaking and overall wonderful more"
"134","The time traveler's wife"," midnightfaerie","it was ok"," The Time Traveler s Wife by Audrey Niffenegger is a love story about the time that stood still and a romance to last the ages through The Time Traveler s Wife will have you reminiscing about your first love the head over heels desperation you first feel when falling in love and wanting so desperately to hold onto that feeling every minute In this book that feeling is even more intense since Claire never knows when Henry will disappear Very well written simple to understand and no hidden meaning this book is a simple love story at best but so much more With a slight undertone of sadness throughout the farther you get into the book the more you realize there is no way to end it well I hate sad movies and books but they are forgivable when it s a happy sad When you know at the end of the story no matter how bad it is you would rather have lived just a small piece of this life then to never have had it at all I compare it to The Notebook another great love story that makes you cry but isn t necessarily sad This book was about a wonderful full life of love that any fool would be willing to risk no matter the cost This is the stuff great love stories are made of It should be on the to be considered a classic list and I would highly recommend it or the movie although the book was infinitely better ClassicsDefined com more"
"135","The time traveler's wife"," T ncr d","it was amazing"," Non ho scelta Lui sta per venire e io sono qui Una storia d amore contaminata dal topos fantascientifico del viaggio nel tempo Ovvero come trasformare l abusata formula dell amore eterno creando un tempo ciclico che di fatto sancisce un amore per sempre Perch se ogni cosa sempre accaduta ed accadr sempre uguale a se stessa allora anche l amore perfettamente eterno E una bellissima e commovente storia d amore come poche Originalissima per la sua commistione con l elemento del viaggio del tempo E una sorta di Odissea che non a caso viene sempre citata del viaggio temporale Una donna che aspetta sempre ciclicamente il ritorno dell uomo che ama L autrice una scrittice sacrosanta Dal punto di vista meramente tecnico ci vuole una certa genialit ed anche una certa follia a pensare e registrare ogni singolo giorno e viaggio del tempo che viene compiuto nel corso della storia il romanzo infatti sempre scandito in giorni del calendario precisamente definiti La narrazione si arricchisce poi con il doppio punto di vista che alterna i due amanti Le emozioni sono intensissime Ed il finale fino ad un certo punto imprevedibile non da meno Commovente tenero divertentissimo e a tratti crudele perch viaggiare nel tempo non per il protagonista una bella esperienza Non quando ad esempio deve assistere continuamente alla morte della madre un originalissima storia d amore che non pu non conquistare more"
"136","The time traveler's wife"," Deborah Pickstone","did not like it"," stars means it was OK I am not convinced that it was OK actually Revises it to star I was offended at many levels by the relationship of Clare and Henry Clare s very state of being is determined by Henry - because he told her so and the Catholic Church lurks behind this She has an idealised romantic view of him and he is a controlling entity who knows her future but refuses to tell her about it He is presented as unconditionally loving is he in fact God but there s a clue in that term unconditional means without conditions Unconditionally controlling The oxymorons are flying like confetti Selfish pig if you ask me The author seems to be utterly confused by her own premises for time travel This book requires so much suspension of disbelief that it should come with inbuilt suspenders The only disbelief I don t have to suspend is my own at the number of high starred reviews it has Perhaps its just me P more"
"137","The time traveler's wife"," Dorlana","liked it"," I loved it and I hated it The writing style that I found brilliant in the beginning became jumbled and manic to me by the middle of the book It was a roller coaster not because it kept me at the edge of my seat but because it had waves of excitement and then went down hill to where I almost wanted to get off boring or depressing parts and then it slowly brought me back up and grabbed my interest enough until the next dip I had actually put it down at one point Parents might want to read it before handing it over to their preteens and teens I m not sorry I read it It was unique well thought out and had very alive characters One thing I find interesting is that I wanted to watch the movie right up until I read the Fragments chapter And I just hate that this book that I loved at the beginning left me feeling icky by the end more"
"138","The time traveler's wife"," Rachel","did not like it"," This book is so so so bad The characters are self-absorbed and ridiculous when they re not too busy being utterly devoid of defining attributes the story is peppered with two-dimensional African American and Asian characters whose entire purpose is to play Mammy to these knuckleheads and even the cooler sci-fi bits are drenched in whining If you want to read a sci-fi love story go read Oryx and Crake which is a real honest-to-goodness story This is just Audrey Niffenegger inventing herself an Edward some dark brooding overly controlling boyfriend upon whom the vapid heroine can hinge her existence OOOH LITERARY BURN more"
"139","The time traveler's wife"," Floripiquita","it was amazing"," Adoro este libro y me emociona hasta las l grimas Adem s la banda sonora que acompa a toda la historia me llega muy de cerca pues con ella fui una veintea era pelin grunge y feliz A pesar de tener dos actores maravillosos como protagonistas Eric Bana y Rachel McAdams la pel cula no acab de convencerme"
"140","The time traveler's wife"," Bodosika Bodosika","liked it"," I have heard much about this book and decided to read it but at a first glance it looks interesting to me because it is an interesting narrative but the story line is not believable hence it took me time to get to the last Page star for this"
"141","The time traveler's wife"," Joseph","really liked it"," Review on my blog"
"142","The time traveler's wife"," Apokripos","really liked it"," A Love to Defy the Rules of Time A Book Review of Audrey Niffenegger s The Time Traveler s Wife Right from the beginning of Audrey Niffeneger s famed debut novel The Time Traveler s Wife the reader is already thrown terrifically off-balanced Here s a scenario of a man meets woman that s anything but and a love story while on the surface conquers the test of time challenges its tenets as well On the day that Henry DeTamble a librarian meets Clare Anne Abshire an art student in a Chicago library it seems she had already known him all his life while he doesn t even know who she is As the reader gets to know bit by bit Henry is afflicted with Chrono-Displacement Disorder a genetic anomaly that makes him involuntarily displaced in time triggered mostly during moments of emotional stress That s how Clare had met him by means of an older future version of Henry who traveled back in time to meet the child Clare where in her past they first fell in love while in the present time of their meeting all of this is just waiting to unfold Wait am I talking sense Well talk about being off-balanced for that s just how I felt reading the first chapter of the book yet as I continued on shuffling through different timelines in the life of this couple things begin to click in and become comprehensible and I was left impressed by Niffenegger s unusual love story and her atypical take on time traveling I think this is one of those books that have something for everyone it quite engages the reader on multiple levels For the most part some easily relate to the circumstances of Henry and Clare s relationship that though Henry is beset by a strange medical condition the daily ordeals and simple joys they undergo as a couple and in their eventual married life remains grounded in the same experiences when two people are madly in love with each other For sci-fi buffs Niffenegger s rendition of one of the genre s most often used concept is refreshing taking time traveling on its head and portraying it as something that s uncontrollable a threat to constancy and a blight I fairly marveled at Niffenegger s clever fusion of this sci-fi element into a heartfelt love story themes such as waiting domesticity relationship gender roles fate and free will as well as brushing on philosophical questions of meaning and purpose By figuring out time traveling into the tale of Henry and Clare she also gives us a peek into that window of a wild fantasy some of us seem to share what is it like to go into the past and even the childhood of our significant other It gives more than an adequate meaning of what s like to be a part of someone s life More than anything else the novel s quaint structure through Niffenegger s innovative space time continuum interplay sure does give that sense of displacement to the reader that Henry must have felt as it hurls and jumps from certain events in the lives of her two major protagonists slogging through different chronologies Yet for once didn t I felt lost for the author excellently laid out the logic of her premise clearly in the beginning pages of the book though frankly it was a slow start for me as I take it all in locks her narrative and once you get settled in the rest ambles by smoothly at least for me The effect is a truly moving novel that even when the execution falls short its raw imaginative and intellectual power carries the day The only problem that I have with this book is that it s too long and it could ve do some good to the narrative if it was cut in some parts especially in its middle section that kind of plateaued where some of the chapters served as fillers and doesn t even bear a connection to and figure in whatsoever into what will eventually happen in the novel s climax I also noted that it was mostly on this section that some of its melodramatic stuff comes on in excess with copiously inconsequential sex scenes and where the line of relationships of the novel s key players goes overboard it made me roll my eyes as I think Niffenegger s brewing a storm in a small tea cup adding complication in the plot that in the first place it can do without Despite occasionally verging on the histrionic the characters are well-drawn with complicated family history and close sometimes too much for comfort oh there I m at again friendships The dialogue is witty but not unnatural I particularly like some of the parts from Clare s perspective which balances the suspension of disbelief the reader needs to accept its sci-fi premise Book Details Book for Published by Harcourt Inc Trade Paperback Edition pagesStarted August Finished August My Rating See this review on my book blog Dark Chest of Wonders and for many others more"
"143","The time traveler's wife"," Karolina","really liked it",""
"144","The time traveler's wife"," Arianna","did not like it"," I would love to understand the hype on this book I would love to but I honestly don t get it To begin with it s not even written that well it s just not What actually bothers me is the narrative which sports such classic elements as Woman Waits for Man Forever One True Love Based on Child Imprinting On Older Man Woman Keeping Herself for Man Even Though Man Can Do About Anything and Is Instantly Forgiven with added bonus of This Relationship Is Really Toxic But What Can I Do It s True Love Right I ll Guilt Trip You Because You re Rich and I m Poor But Also Take Your Money Always He Lies All The Time About Really Important Things But Holds a Grudge For Anything She Does and She Forgives Him He s an Asshole and She s a Mary-Sue and Changes the Man But I digress view spoiler Little girl has a secret friend who just happens to be a thirty-six year old man who appears at random naked in the woods behind her house She idolizes him and falls in love with him and every relationship she has after that is a shadow of her relationship with him who becomes her quasi-boyfriend when she s sixteen and punches other boys for her Then he disappears and she s just waiting for him to reappear again and bam he does He s younger than she s ever seen him and a bit of an asshole but oh sparks Magic she changes him and they get engaged and married and then tragedy This book spoon-feeds you tragedy after tragedy He can t control his travels Oh no They love each other so much but they re never sure how long they can be together Abortions Tragedy He doesn t want to have children anymore because he s afraid one abortion will kill her Oh no He gets a vasectomy in secret He disappears He reappears Pregnancy because she has sex with past him Oh joy But no he s injured He can t walk anymore This is so TRAGIC because he can t run and hide when he travels anymore He knows he s gonna DIE soon but doesn t tell her Tragedy He dies in her arms Shot by her family She s faithful to him forever T R A G E D Y It s really not the kind of narrative I admire to say the least Not to mention that when he dies there is the incredibly unnecessary friend who tries to rape her because you guessed it Tragedy hide spoiler I won t even get to how plain the characters are because at this point it s just a given Little aside Claire is so artsy and cultured and intelligent Let s shove it down everyone s throats And she grew up in a white privileged household with black servants No but really And the racism doesn t stop there Claire is so perfect she has one Filipino friend and we can t stop being reminded of how stereotypically Filipino she is And Gomez the Latino friend is a villain in the end Oh and the time travelling is not interesting at all Do yourself a favour and do not waste time with this more"
"145","The time traveler's wife"," Jaylia","it was amazing"," Original review Time travel fiction that is actually well written review update after an audiobook reread Typically the time travel novels I am most drawn to send a contemporary character back or less often forward in time to some interesting historical era where that character has to cope with differences in culture and lifestyle while trying to accomplish some kind of quest--even if it s just to get back home--allowing me to effortlessly glean fascinating insights about a time gone by The Time Traveler s Wife of course is nothing like this and yet it is maybe my favorite book in the genre Henry a punk music loving librarian and Clare an artist who creates large sculptures of paper are people I would love to read about in any story and I enjoy almost as much the rich cast of well-drawn supporting characters many of whom could probably star in their own books It s Henry who is jolted around in time and it s just as brutal as it sounds because he is abruptly jerked from wherever he is and dropped naked somewhere else in time usually some time in his own past though occasionally in his future To survive these circumstances Henry has had to become good at running picking locks fighting lying and stealing The plot examines the what if of being involuntarily shoved back and forth in time away from your present--including the paradoxes of meeting past and future versions of yourself--and combines that with the affecting story of two lovers who meet each other out of sequence the normal chronology of a relationship upended When Henry first sees Clare in his mid-twenties Clare has already known Henry since she was six because older Henrys have been inadvertently time traveling into the field behind her parent s home and visiting with her almost all her life Ever since I first read The Time Traveler s Wife in it has been on my mental list of all-time best reads a book I judge other novels by and it has maintained a prominent place on my bookshelf For this reread I listened to the audio version and was just as entranced by the story as I was in my initial encounter Because it s narrated by two talented readers a Henry and a Clare who both really capture their characters I was able to especially savor the language and writing style Being audio also meant no skimming over details when there is some sadness at the end adding a little not unwelcome poignancy to my pleasure A sequel featuring Alba Henry and Clare s time traveling daughter is set to come out sometime soon Can t wait--here s hoping it s just as wonderful more"
"146","The time traveler's wife"," Celia","really liked it"," I listened to this book on audible as well as following the words on Kindle Not sure if I would have liked it as much if I had just read it The audible really made this book come alive But that is what I always say about audio or audible I thought the premise of the book to be quite clever I have not read much time travel but I understand that in the typical time travel book the traveler WANTS to travel and usually to a time in the past or future While Henry IS a time traveler this book approached time travel in another way Henry does NOT want to time travel and he is traveling backwards and forwards within his own life It is because he has a defective gene that he is a time traveler A longish book but I enjoyed it stars more"
"147","The time traveler's wife"," angela poulain","really liked it"," Todav a no me creo que tuviera este libro en la estanter a desde sin leer La mujer del viajero en el tiempo es una historia preciosa me ha encantado"
"148","The time traveler's wife"," Malvina","it was ok"," I took this book with me on vacation as a beach read and ended up reading it in two days - day I was intrigued by the story and was enjoying the book about pages day I was bored out of my mind and ended up skimming the rest I liked the first chunk of the story because it felt fresh and new to me Also the parts when Clare was a child and Henry in his s was so creepy and weird that I was pulled in Then the story dragged on and on I felt like half of the book was filler with nothing happening I m not someone who needs a book filled with plot but this one didn t offer anything in the filler pages It didn t go into character depth or anything that made me think It went from scene to scene where Henry and Clare are either eating having social events with friends and family or having sex All of it felt empty and meaningless because you could essentially cut the scene out and it wouldn t change anything in the book The characters were so in love with each other but I never understood why I was told by the author that they were but it was not actually shown Sure they had scenes together where they discussed their love and did some romantic stuff but none of it had enough depth to convince me Another problem I had with the book was the writing I thought it was awful - truly truly bad The author wrote in these short and incredibly simplistic sentences that it felt like a year old girl wrote them I d give some examples but I left it at the resort - I had no interest in returning that clunker home Her sentences were something like this Clare sat on the couch Henry poured himself a drink Gomez raised his eyebrow at Henry Clare told Henry not to drink That is essentially how she wrote the entire novel After the novelty of the time traveling story wore off on me I struggled to get through it because it felt so pointless and quite frankly badly written more"
"149","The time traveler's wife"," Lucy","really liked it"," I originally read this about five years ago when it was a super popular best seller and absolutely loved it I recall recommending it freely only to be chagrined later on with the realization that the book is really not intended for the sensitive reader With my first reading Niffenegger managed to smoke and mirror her way around the book s frequent crude language and descriptive love scenes because Time Traveler s plot was so incredibly original After attempting a discussion with a friend who very recently read it I realized most of my memory of the book was too faded for a legitimate conversation I picked up the enormous hardbound copy at the library and quickly found myself escaping in the tricky time traveling romance and doomed love story once again It really is such a fantastic idea and when I finished I found myself still scratching my head in wonder about how Niffenegger got the idea for this book in the first place and feeling slightly overwhelmed by its desperate ending The smoke and mirrors weren t as effective the second time around however as I felt more offended by the crude language used by both Clare and Henry I m not a prude who regards all language as inappropriate and think sometimes the character s background or emotional outburst warrants the feeling such language manages to evoke But it felt really unnecessary most of the time Clare and Henry are both such smart characters so capable of better verbs and adjectives Additionally neither seems particularly rash or impetuous - so their casual dropping of vulgar words only seemed vulgar If you care about those things you probably won t enjoy this book If you can justify looking past it to read a story unlike anything you ve ever read you might just love this book I did more"
"150","The time traveler's wife"," Carina Rosas","it was amazing"," OOOOKAAY HERE I GO Before I forgot I don t understand the rating of this book it should be higher Okay STARS This book is one of those amazing books that make you feel everything and above all it makes you think Oh I love when a book does that to me It made me laugh cry angry confused sad everything It made me feel alive gratefull and to reconsider everyday events Henry was a great Character on of my fave he was so funny and because the book shows him in pretty much every age we get to see his changes and his personality evolving It was so entertaining My fav book of the month Okay there are things that amm not that I didn t like them because I guess that people made mistakes but I really did not get Gomez FOR NOW ON THIS MAY CONTAIN SPOILER WELL IT CONTAINS ACTUALLY BEWARE Well can someone explain Gomez to me WHY THE FUCK HE WAS STILL WITH Charisse if he was so madly in love with Clare And oh don t let me started with Clare WHATHEHELL she was her friend there are a ton of man she can mess with I mean time drunk is one thing a second time is another Also WTF with Charisse if she knew what the hell she was doing with him MY POOR HENRY TANGLED BY ALL THIS MADNESS Also can someone explain to me if the time that the year old Henry and his future Henry were caught by their father I mean Does Audrey imply that they were having sex Because that is a bit funny Well OVERALL I LOVED IT the book is better than the movie I don t remember much bout the movie actually but I remember Henry being so calm and he was super active and funny and all over the place I want a Henry for me Anyway till next time more"
"151","The time traveler's wife"," Christine Zibas","really liked it"," Each moment that I wait feels like a year an eternity Each moment is as slow and transparent as glass Through each moment I can see infinite moments lined up waiting Why has he gone where I cannot follow There are many poetic passages sprinkled throughout this novel making it worth exploring that is if you can suspend a basic belief and take up the idea of time traveling no easy feat It s also set in Chicago and has wonderful descriptions of the mood and atmosphere of the city at its best even some compelling descriptions of winter there However this is not a novel grounded The idea of time travel is difficult enough to swallow whole but then the author makes readers suspend reality even more by letting the character of Henry the time traveler double up in certain passages For this reader that was simply a step too far There s also the very Lolita-like meetings between the young Clare and middle aged Henry which have a slightly creep feeling to them although Henry is very virtuous and Clare overly eager to explore their adult relationship Still ick And it makes a weird contrast to what was going on in Henry s real life as he was knocking heads and taking no prisoners in a full-on bout of alpha male gone punk How could he be treating his then-girlfriend Ingrid so differently than Clare In short this book was really just a for me but I loved the descriptions of Chicago and the wider theme of loneliness We ve all felt like Clare when separated without choice from ones we love It s a worthy theme if only it weren t so overshadowed by the time travel more"
"152","The time traveler's wife"," Cassy","did not like it"," This review has been hidden because it contains spoilers To view it click here I really couldn t rate this any higher I had a hard time finishing this book for various reasons Henry creeped me out he was not a character that I found myself liking in the least Ok first to start pg need I say more how wierd and gross is that I ll explain Henry travels back in time a couple months both age They are both in his bedroom in flagante delicto which means caught having sex when poor dad opens the door on Henry and Henry After that it was all downhill for me I really couldn t rate this any higher I had a hard time finishing this book for various reasons Henry creeped me out he was not a character that I found myself liking in the least Ok first to start pg need I say more how wierd and gross is that I ll explain Henry travels back in time a couple months both age They are both in his bedroom in flagante delicto which means caught having sex when poor dad opens the door on Henry and Henry After that it was all downhill for me Henry is basically a man-whore and Clare doesn t seem to mind this at all Henry is also a drug and alcohol addict no problem there for Clare she doesn t mind the least Not to mention the way he treats women ie Ingrid The relationship between Clare and Henry was too mechanical Honestly who uses the F-bomb to describe what you do with your one and only love of your life your spouse By the end of the book I was so distanced from the characters I hardly felt anything for them Clare was overly dependant on Henry Regardless of any mistakes Henry makes it s ok because their going to married anyway I had way too high of expectations for this book which made it even harder to read and finish more"
"153","The time traveler's wife"," Karlyflower The Vampire Ninja Luminescent Monster Wendigo Nerd Goddess of Canada according to The Hulk","liked it"," I m probably one of the last hold outs on this novel It has sat on my shelf for a while now and finally finally I have read The Time Traveler s Wife I have heard so much high praise for this novel and perhaps that s the problem Oh It s a good story don t get me wrong but I did not love it I can not sing it s praise like so many others I liked it it was pretty good it was interesting and at some point I will probably watch the movie but the ending felt like a cheat to me Not an Oh-my-god-how-can-this-be-I-wanna-kill-this-writer-but-oh-wait-that s-actually-excellent-cheat it feels like a cheap cheat It s a buying baked apple chips for junk food night kind of cheat A Hollywood movie cheat Then again as it is now a Hollywood movie perhaps Audrey Niffenegger knew what she was doing after all I will say it s an interesting take on time travel and that I did enjoy her writing style That her characters are intriguing and have fascinating little quirks is a definite plus to this novel So yes it was cute but honestly I would only recommend it to love story aficiondos looking for an interesting love story with the premise of time travel more"
"154","The time traveler's wife"," Chris","it was ok"," So I very much wanted to like this book The premise seamed very available to becoming a compelling and interesting book However I feel that the author has gotten caught up in the fad of raw writing and the idea that this is the pinnacle of all that one can do This is what MFA programs seem to favor these days and I guess what is the new fashion in writing But this idea is often confused and this author has mistaken vulgar for raw and real For example Clarie refers to her genitals as my cunt a few times This seems a term that most if not all women would avoid naming their genitals What s more often this book seemed smarmy and lecherous The idea that a Claire and Henry have a healthy love affair after he has been the focus of her youth and adolescences is at best uncomfortable Again I believe this is an attempt to make it more raw and challenge conventions But for me it seemed a cheap ploy which attempts to elicit a reaction from the reader to make the reader uncomfortable and not to actually suggest anything real My two cents for what they are worth more"
"155","The time traveler's wife"," Andie","really liked it"," We natural skeptics are always relieved when a book or a piece of music comes along that subverts our annoying critical side under a wave of romanticism The Time Traveler s Wife is such a book It earns at least three of its four stars for great characterization and marvelous pacing The romance between Henry and Claire is one of the realest-feeling love stories I ve read Henry is a time traveller but the story takes place in the space of his lifetime which happens to roughly parallel my own lifetime I appreciated all the cultural references which definitely made things more fun I bet the nostalgia factor had something to do with my giving it four stars The writing is good but not spectacular and the time-travel premise takes getting used to but it still ranks as an engrossing reads If books were furniture it would be one of those cushy oversized Pottery Barn armchairs probably in eggplant or celadon more"
"156","The time traveler's wife"," Simona","it was amazing"," Ci sono amori che nonostante il tempo e le distanze si rafforzano diventano un tutt uno regalando a chi sogna storie romantiche la possibilit di vivere un amore degno un amore che sia forte e che resista all usura del tempo anche se l amore della tua vita come in questo caso evanescente Faccio una breve premessa non amo molto le storie d amore le ho sempre trovate troppo sdolcinate e zuccherose per i miei gusti ma la storia che ci racconta la Niffeneger qualcosa di pi di una semplice storia d amore L amore tra Clare e Henry un amore travolgente un amore passionale un amore che si nutre di coraggio di attesa un amore che ha bisogno di pazienza di ascolto e di presenza per poter sbocciare e spiccare il volo La Niffeneger grazie all alternanza delle voci dei protagonisti ci prende per mano trasportandoci nelle vite nelle emozioni nei sentimenti nel mondo di Henry e Clare regalandoci qualcosa di unico dolce e tenero more"
"157","The time traveler's wife"," Allie","did not like it"," Clare We plan to meet tonight at a nearby Thai restaurant all the while under the amazed gaze of the woman behind the desk and I leave forgetting about Kelmscott and Chaucer and floating down the marble stairs through the lobby and out into the October Chicago sun running across the park scattering small dogs and squirrels whooping and rejoicing Henry Clare is wearing a wine-colored velvet dress and pearls She looks like a Botticelli by way of John Graham huge gray eyes long nose tiny delicate mouth like a geisha She has long red hair that covers her shoulders and falls to the middle of her back Clare is so pale she looks like a waxwork in the candlelight I thrust the roses at her For you cringing cringing CRINGE CRINGE My favorite part is tiny delicate mouth like a geisha SO CRINGE-LICIOUS more"
"158","The time traveler's wife"," Kathy","it was ok"," Why oh why did I keep reading this book I made it half way through before I decided I couldn t shouldn t wouldn t keep reading The first time the F word was used I should have just closed the book but I didn t because I was enjoying the story I d seen the movie and was enjoying the greater details contained in the book After the F word had been used several dozen times I sort of became immune to it There was other objectionable content as well Last night I realized I d had all I could take and opted to quit reading Too bad because it s an interesting book to read I just need an edited version more"
"159","The time traveler's wife"," Megan Baxter","it was ok"," The Time Traveler s Wife is beautifully written I enjoyed the writing style in and of itself immensely What I didn t like was the structure of the book Note The rest of this review has been withdrawn due to the changes in Goodreads policy and enforcement You can read why I came to this decision here In the meantime you can read the entire review at Smorgasbook"
"160","The time traveler's wife"," Janet","did not like it"," This was the lamest book I ve ever read and what amazes me is that it seems like I m the only person IN THE WHOLE WORLD that feels this way The thing I could never get past was the description of the heroine at the beginning of the book--a porcelain skinned auburn-haired beauty Look at the back flap Imagine that--the author is a porcelain-skinned auburn-haired homely woman who has apparently written her own personal Harlequin romance"
"161","The time traveler's wife"," Tahera","liked it"," I am in a fix trying to figure out what rating to give this book I liked the premise of the story but I failed to become emotionally invested in the characters no matter how hard I tried I just could not bring myself to like Henry or Clare for all their problems they just seemed a bit selfish and self centred rating"
"162","The time traveler's wife"," Heather Webb","it was amazing"," Beautiful prose and heart-wrenching yet intriguing story I cherished every minute of this book I feel as if Henry and Claire are my friends who I ve grown to care about deeply I listened to this as an audio book but must own a hard copy where it will hold a permanent spot on my bookshelf This is a top ten pick for me"
"163","The time traveler's wife"," Avanthika","did not like it"," I started this book with sheer enthusiasm The quotes and phrases are good but certainly I badly wish the author could ve added some essence of reality into the story Bad unbearable lapse between the real-time and time-traveled time They almost made no-sense as the story progressed I must have preferred some other book"
"164","The time traveler's wife"," Amber","really liked it"," Reread I first read this in and still feel about a four star is what I should rate it The time-traveling elements had a lot of problems but I was invested once again like my sixteen year old self in the romance"
"165","The time traveler's wife"," Laura","it was ok"," Some parts were really good but other parts just annoyed me I m undecided on this book Usually I give a straight answer if I like a book or not But I just can t with this one"
"166","The time traveler's wife"," Saleh MoonWalker","really liked it"," Onvan The Time Traveler s Wife - Nevisande Audrey Niffenegger - ISBN - ISBN - Dar Safhe - Saal e Chap"
"167","The time traveler's wife"," Annye","liked it"," I read The Time Traveler s Wife when I was young and it absolutely entranced me so I was very excited to revisit it for r fantasy s Time Travel bingo square The Time Traveler s Wife is at its core a love story between main characters Henry and Claire But because Henry is a time traveler Claire meets Henry when she is eight and he is forty and Henry meets Claire when they are both in their twenties The novel s main strength is its incredible romantic core The main characters love for each other is obvious and almost painful in intensity I also love how the book blends genres it is a wonderful mesh of sci-fi and romance Each are given equal weight and respect Though others disagree saying the time travel sections can make it confusing to keep track of where characters are in time the structure of the book works well for me Even when only a few paragraphs are spent in one time I never felt lost or disembodied from the story I was worried when I started listening to it since I feel like audiobooks can amplify ambiguities or confusions in books plus you can t refer back to the chapter header if you lose track of time But I never felt lost There is one major content issue which I m not sure how to address and which ultimately affected my score of this book Claire s family is very wealthy and employs a black cook Henry s downstairs neighbor and beloved babysitter is Korean Both of them speak with heavy accents and play into racial stereotypes I m not sure if it was a result of the voice actors in the audiobook which I otherwise enjoyed quite a bit or how the dialogue was written but their accents and mannerisms came across as cringe-worthy and insulting The black cook is particularly disturbing to me she is the family s Mammy in pretty much every way Claire s family - all rich white and proper - treat her like a treasured servant Gross Although those disturbing parts of The Time Traveler s Wife are very minor in terms of number of words they stick out horrendously in an otherwise romantic and fascinating present-day sci-fi more"
